"";"subj.id";"Duration__in_seconds_";"RecordedDate";"Q_RecaptchaScore";"consent";"age";"gender";"educ";"prior.climate.pos";"prior.climate.cert";"prior.climate.imp";"prior.climate.diff";"att.check.birthday";"prior.climate.act_1";"prior.gmo.pos";"prior.gmo.cert";"prior.gmo.imp";"prior.gmo.diff";"prior.hom.pos";"prior.hom.cert";"prior.hom.imp";"prior.hom.diff";"att.memory1";"att.memory2";"t.hard.clim.rt_First_Click";"t.hard.clim.rt_Last_Click";"t.hard.clim.rt_Page_Submit";"t.hard.clim.rt_Click_Count";"t.hard.clim.resp.s";"t.hard.clim.resp.s_DO_0";"t.hard.clim.resp.s_DO_1";"t.hard.clim.resp.ns";"t.hard.clim.resp.ns_DO_1";"t.hard.clim.resp.ns_DO_0";"t.hard.clim.eff";"t.hard.clim.diff";"t.hard.clim.frustr";"t.hard.clim.percc";"t.hard.gmo.rt_First_Click";"t.hard.gmo.rt_Last_Click";"t.hard.gmo.rt_Page_Submit";"t.hard.gmo.rt_Click_Count";"t.hard.gmo.resp.s";"t.hard.gmo.resp.s_DO_1";"t.hard.gmo.resp.s_DO_0";"t.hard.gmo.resp.ns";"t.hard.gmo.resp.ns_DO_0";"t.hard.gmo.resp.ns_DO_1";"t.hard.gmo.eff";"t.hard.gmo.diff";"t.hard.gmo.frustr";"t.hard.gmo.percc";"t.hard.hom.rt_First_Click";"t.hard.hom.rt_Last_Click";"t.hard.hom.rt_Page_Submit";"t.hard.hom.rt_Click_Count";"t.hard.hom.resp.s";"t.hard.hom.resp.s_DO_1";"t.hard.hom.resp.s_DO_0";"t.hard.hom.resp.ns";"t.hard.hom.resp.ns_DO_0";"t.hard.hom.resp.ns_DO_1";"t.hard.hom.eff";"t.hard.hom.diff";"t.hard.hom.frustr";"t.hard.hom.percc";"t.easy.clim.rt_First_Click";"t.easy.clim.rt_Last_Click";"t.easy.clim.rt_Page_Submit";"t.easy.clim.rt_Click_Count";"t.easy.clim.resp.s";"t.easy.clim.resp.s_DO_0";"t.easy.clim.resp.s_DO_1";"t.easy.clim.resp.ns";"t.easy.clim.resp.ns_DO_1";"t.easy.clim.resp.ns_DO_0";"t.easy.clim.eff";"t.easy.clim.diff";"t.easy.clim.frustr";"t.easy.clim.percc";"t.easy.gmo.rt_First_Click";"t.easy.gmo.rt_Last_Click";"t.easy.gmo.rt_Page_Submit";"t.easy.gmo.rt_Click_Count";"t.easy.gmo.resp.s";"t.easy.gmo.resp.s_DO_1";"t.easy.gmo.resp.s_DO_0";"t.easy.gmo.resp.ns";"t.easy.gmo.resp.ns_DO_0";"t.easy.gmo.resp.ns_DO_1";"t.easy.gmo.eff";"t.easy.gmo.diff";"t.easy.gmo.frustr";"t.easy.gmo.percc";"t.easy.hom.rt_First_Click";"t.easy.hom.rt_Last_Click";"t.easy.hom.rt_Page_Submit";"t.easy.hom.rt_Click_Count";"t.easy.hom.resp.s";"t.easy.hom.resp.s_DO_1";"t.easy.hom.resp.s_DO_0";"t.easy.hom.resp.ns";"t.easy.hom.resp.ns_DO_0";"t.easy.hom.resp.ns_DO_1";"t.easy.hom.eff";"t.easy.hom.diff";"t.easy.hom.frustr";"t.easy.hom.percc";"num1";"num2";"num3";"num4";"num5";"num6_4";"num6_5";"num7";"num8";"num9";"polit.lr";"polit.cult";"polit.econ";"immigr.pos";"gay.pos";"polit.eng1";"polit.eng2";"polit.eng3";"polit.eng4";"sci.trust";"t.hard.clim.sol.rt_First_Click";"t.hard.clim.sol.rt_Last_Click";"t.hard.clim.sol.rt_Page_Submit";"t.hard.clim.sol.rt_Click_Count";"t.hard.clim.sol.resp";"t.hard.gmo.sol.rt_First_Click";"t.hard.gmo.sol.rt_Last_Click";"t.hard.gmo.sol.rt_Page_Submit";"t.hard.gmo.sol.rt_Click_Count";"t.hard.gmo.sol.resp";"t.hard.hom.sol.rt_First_Click";"t.hard.hom.sol.rt_Last_Click";"t.hard.hom.sol.rt_Page_Submit";"t.hard.hom.sol.rt_Click_Count";"t.hard.hom.sol.resp";"t.easy.clim.sol.rt_First_Click";"t.easy.clim.sol.rt_Last_Click";"t.easy.clim.sol.rt_Page_Submit";"t.easy.clim.sol.rt_Click_Count";"t.easy.clim.sol.resp";"t.easy.gmo.sol.rt_First_Click";"t.easy.gmo.sol.rt_Last_Click";"t.easy.gmo.sol.rt_Page_Submit";"t.easy.gmo.sol.rt_Click_Count";"t.easy.gmo.sol.resp";"t.easy.hom.sol.rt_First_Click";"t.easy.hom.sol.rt_Last_Click";"t.easy.hom.sol.rt_Page_Submit";"t.easy.hom.sol.rt_Click_Count";"t.easy.hom.sol.resp";"polit.party";"polit.party_97_TEXT";"nfc1";"nfc2";"nfc3";"homeo.arg.1.time_First_Click";"homeo.arg.1.time_Last_Click";"homeo.arg.1.time_Page_Submit";"homeo.arg.1.time_Click_Count";"homeo.arg.1.str";"homeo.arg.1.cert";"homeo.arg.1.diff";"homeo.arg.1.nov";"homeo.arg.2.time_First_Click";"homeo.arg.2.time_Last_Click";"homeo.arg.2.time_Page_Submit";"homeo.arg.2.time_Click_Count";"homeo.arg.2.str";"homeo.arg.2.cert";"homeo.arg.2.diff";"homeo.arg.2.nov";"homeo.arg.3.time_First_Click";"homeo.arg.3.time_Last_Click";"homeo.arg.3.time_Page_Submit";"homeo.arg.3.time_Click_Count";"homeo.arg.3.str";"homeo.arg.3.cert";"homeo.arg.3.diff";"homeo.arg.3.nov";"homeo.arg.4.time_First_Click";"homeo.arg.4.time_Last_Click";"homeo.arg.4.time_Page_Submit";"homeo.arg.4.time_Click_Count";"homeo.arg.4.str";"homeo.arg.4.cert";"homeo.arg.4.diff";"homeo.arg.4.nov";"homeo.arg.5.time_First_Click";"homeo.arg.5.time_Last_Click";"homeo.arg.5.time_Page_Submit";"homeo.arg.5.time_Click_Count";"homeo.arg.5.str";"homeo.arg.5.cert";"homeo.arg.5.diff";"homeo.arg.5.nov";"homeo.arg.6.time_First_Click";"homeo.arg.6.time_Last_Click";"homeo.arg.6.time_Page_Submit";"homeo.arg.6.time_Click_Count";"homeo.arg.6.str";"homeo.arg.6.cert";"homeo.arg.6.diff";"homeo.arg.6.nov";"homeo.arg.7.time_First_Click";"homeo.arg.7.time_Last_Click";"homeo.arg.7.time_Page_Submit";"homeo.arg.7.time_Click_Count";"homeo.arg.7.str";"homeo.arg.7.cert";"homeo.arg.7.diff";"homeo.arg.7.nov";"homeo.arg.8.time_First_Click";"homeo.arg.8.time_Last_Click";"homeo.arg.8.time_Page_Submit";"homeo.arg.8.time_Click_Count";"homeo.arg.8.str";"homeo.arg.8.cert";"homeo.arg.8.diff";"homeo.arg.8.nov";"homeo.arg.9.time_First_Click";"homeo.arg.9.time_Last_Click";"homeo.arg.9.time_Page_Submit";"homeo.arg.9.time_Click_Count";"homeo.arg.9.str";"homeo.arg.9.cert";"homeo.arg.9.diff";"homeo.arg.9.nov";"homeo.arg.10.time_First_Click";"homeo.arg.10.time_Last_Click";"homeo.arg.10.time_Page_Submit";"homeo.arg.10.time_Click_Count";"homeo.arg.10.str";"homeo.arg.10.cert";"homeo.arg.10.diff";"homeo.arg.10.nov";"instruction.check";"guessing.check";"comment";"condition";"table.clim";"table.gmo";"table.hom";"FL_74_DO_PRIOR.BELIEFS.GMO";"FL_74_DO_PRIOR.BELIEFS.HOM";"FL_19_DO_FL_62";"FL_19_DO_FL_63";"t.hard.clim.order";"t.hard.gmo.order";"t.hard.hom.order";"t.easy.clim.order";"t.easy.gmo.order";"t.easy.hom.order";"t.hard.clim.sol.order";"t.hard.gmo.sol.order";"t.hard.hom.sol.order";"t.easy.clim.sol.order";"t.easy.gmo.sol.order";"t.easy.hom.sol.order";"FL_33_DO_HOMEO.ARG.1";"FL_33_DO_HOMEO.ARG.2";"FL_33_DO_HOMEO.ARG.3";"FL_33_DO_HOMEO.ARG.4";"FL_33_DO_HOMEO.ARG.5";"FL_33_DO_HOMEO.ARG.6";"FL_33_DO_HOMEO.ARG.7";"FL_33_DO_HOMEO.ARG.8";"FL_33_DO_HOMEO.ARG.9";"FL_33_DO_HOMEO.ARG.10";"polit.party.econ";"polit.party.cult";"polit.party.name";"polit.lr3";"polit.cult3";"polit.econ3";"immigr.pos.reversed";"gay.pos.reversed";"ideology";"num1.cor";"num2.cor";"num3.cor";"num4.cor";"num5.cor";"num6.cor";"num7.cor";"num8.cor";"num9.cor";"num";"num01";"crt";"crt01";"NFC.mean"
"11";11;143;2024-04-16 02:56:15;1;1;65;0;4;42;50;42;-50;1;50;50;50;14;-50;-50;50;10;-50;5;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"12";12;1232;2024-04-16 02:56:19;0,899999976158142;1;54;1;2;20;15;2;-5;1;8;43;39;2;10;3;14;-7;-4;4;"Kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,521;113,79;115,102;14;0;2;1;NA;NA;NA;-8;11;1;-14;13,245;78,601;79,564;11;1;2;1;NA;NA;NA;7;2;1;9;7,256;80,1;80,701;10;0;2;1;NA;NA;NA;20;36;13;-19;500;10;1;5;100;1;5;8;1;30;5;5;4;3;5;5;3;1;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,3;58,882;59,901;7;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;"";4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,58;45,299;46,085;13;6;5;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,955;46,81;50,169;13;6;5;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;"";"easy";"s";"s";"s";2;3;1;NA;NA;NA;NA;1;2;3;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;2;NA;NA;NA;0;1;"4. Law & Justice";0,5;0,5;0,5;5;3;4,33333333333333;1;1;0;0;1;0;0;0;0;0,333333333333333;1;0;0;4
"13";13;166;2024-04-16 02:56:22;1;1;40;1;2;2;2;3;2;1;2;2;6;7;3;2;2;1;3;5;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"14";14;971;2024-04-16 02:56:31;0,899999976158142;1;64;0;2;20;24;27;25;1;16;12;18;17;15;29;30;30;27;4;"Kot";2,697;20,879;21,836;7;1;2;1;NA;NA;NA;-26;-24;-21;50;4,913;55,263;56,187;8;1;2;1;NA;NA;NA;-12;-23;-24;50;4,075;140,303;147,991;45;0;2;1;NA;NA;NA;16;-12;-19;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;10;1;5;100;1;10;8;50;20;NA;4;3;2;4;2;2;2;1;4;10,733;26,65;27,256;7;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;98;"";4;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,193;37,969;38,684;13;5;5;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,993;46,768;47,601;10;3;2;3;1;1;0;"";"hard";"s";"s";"s";1;3;1;NA;2;3;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;NA;NA;"IDK & Other";NA;0,5;0,5;6;4;4,66666666666667;1;1;0;0;1;0;0;0;0;0,333333333333333;1;0;0;4,33333333333333
"15";15;1052;2024-04-16 02:56:54;0,899999976158142;1;52;0;2;-34;45;2;-28;1;-50;4;-10;-8;11;50;50;43;-47;4;"Kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,317;113,854;114,329;7;0;1;2;NA;NA;NA;12;12;8;14;9,141;188,981;189,564;15;0;1;2;NA;NA;NA;50;50;50;-50;16,273;60,195;60,701;6;0;1;2;NA;NA;NA;50;50;50;-50;500;10;0,01;20;100;10;100;8;10;20;4;3;4;1;4;7;6;4;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,863;30,401;31,419;6;3;98;"";5;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,82;44,38;45,219;14;1;1;7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,821;23,801;24,694;11;1;1;6;1;NA;NA;NA;NA;NA;NA;NA;NA;1;3;"";"easy";"s";"s";"s";1;2;1;NA;NA;NA;NA;3;1;2;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;2;NA;NA;NA;"IDK & Other";0,5;0,5;0,5;7;4;4,66666666666667;1;1;0;1;1;0;0;1;0;0,555555555555556;1;0,333333333333333;1;5,66666666666667
"16";16;441;2024-04-16 02:56:55;1;1;21;0;3;27;34;18;25;1;22;27;34;27;13;20;12;27;24;4;"kot";7,424;60,633;61,373;11;1;2;1;NA;NA;NA;20;21;-19;-48;6,304;29,089;29,633;9;0;2;1;NA;NA;NA;14;15;-50;-48;3,825;31,23;31,802;9;1;2;1;NA;NA;NA;33;14;-49;-47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;0;0;20;200;0;0;8;0;0;3;4;4;1;7;4;4;1;4;4;8,753;14,387;14,888;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"";4;4;4;11,489;16,586;16,974;11;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,984;10;10,901;20;4;5;5;1;1;0;"";"hard";"s";"s";"s";2;1;1;NA;1;2;3;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;"1. Left";0,5;0,5;0,5;7;1;4;1;0;0;1;0;0;0;0;0;0,222222222222222;1;0;0;4
"17";17;1005;2024-04-16 02:57:20;1;1;67;0;1;20;3;17;2;1;28;-16;-12;-13;-11;-9;-15;2;18;4;"Kot";2,756;65,406;65,901;7;0;2;1;NA;NA;NA;19;26;26;2;1,938;35,715;40,601;8;NA;NA;NA;1;2;1;3;-6;0;21;4,693;137,572;138,344;16;1;2;1;NA;NA;NA;18;24;-5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;10;0,1;20;1008;9;19;8;10;20;4;4;2;1;4;3;4;2;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,521;29,873;30,423;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;98;"";4;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,567;27,073;27,722;21;3;2;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,611;16,687;17,752;11;2;2;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;"";"hard";"s";"ns";"s";3;2;1;NA;2;3;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;NA;NA;NA;NA;"IDK & Other";0,5;0,5;0;7;4;5;0;1;1;1;0;1;0;1;0;0,555555555555556;1;0,333333333333333;1;4,66666666666667
"18";18;493;2024-04-16 02:59:59;1;1;47;1;1;-20;1;-44;21;1;1;23;20;-29;13;36;19;12;24;4;"kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,746;14,746;15,97;1;1;2;1;NA;NA;NA;-16;27;10;-22;23,064;23,064;24,334;1;NA;NA;NA;0;2;1;1;20;1;-10;38,17;38,17;39,147;1;0;2;1;NA;NA;NA;11;1;-10;1;500;100;1;50;10;5;4;8;500;20;NA;4;4;4;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,728;10,728;11,301;1;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99;"";4;6;5;NA;NA;NA;NA;NA;NA;NA;NA;3,684;7,773;11,666;4;7;7;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,499;18,254;19,058;4;7;7;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;"";"easy";"s";"ns";"s";1;2;1;NA;NA;NA;NA;3;2;1;NA;NA;NA;1;NA;NA;NA;2;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;"IDK & Other";NA;0,5;0,5;4;7;5;1;0;0;0;0;0;0;0;0;0,111111111111111;1;0;0;5
"19";19;1069;2024-04-16 03:01:22;1;1;35;1;1;15;33;18;15;1;9;-50;50;19;22;18;13;11;16;4;"Kot";1,154;13,062;16,501;2;NA;NA;NA;0;2;1;20;12;23;24;1,273;75,238;76,337;6;NA;NA;NA;1;2;1;14;28;19;21;0,982;84,081;84,695;5;1;2;1;NA;NA;NA;10;20;19;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;100;1;5;100;1;2;8;10;20;7;7;4;1;1;5;5;1;1;1;NA;NA;NA;NA;NA;21,855;31,463;33,029;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99;"";2;5;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,613;20,697;21,695;12;2;4;2;1;NA;NA;NA;NA;NA;NA;NA;NA;20,732;45,651;46,577;14;4;3;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;"";"hard";"ns";"ns";"s";3;2;1;NA;3;1;2;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;NA;NA;NA;NA;NA;"IDK & Other";1;1;0,5;7;7;7;0;0;0;0;1;0;0;1;0;0,222222222222222;1;0,333333333333333;1;3,33333333333333
"20";20;1492;2024-04-16 03:01:24;0,899999976158142;1;24;1;2;42;27;9;35;1;9;-9;30;-11;16;16;-13;-42;38;4;"kot";7,786;144,563;145,302;20;NA;NA;NA;0;1;2;36;15;11;-14;5,076;102,91;112,301;19;NA;NA;NA;1;1;2;-15;-26;24;50;1,569;114,564;125,922;26;NA;NA;NA;1;1;2;-12;-18;-42;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;10;0,1;20;100;11;100;4;10;39;NA;6;6;1;1;5;3;3;5;6;13,634;46,378;47,595;14;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;"";5;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,906;54,906;55,319;27;5;3;3;5;NA;NA;NA;NA;NA;NA;NA;NA;1,11;43,431;44,219;31;6;5;2;5;NA;NA;NA;NA;NA;NA;NA;NA;1;3;"";"hard";"ns";"ns";"ns";1;2;NA;1;1;3;2;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;1;1;"5. Conf. Liberty & Ind.";NA;1;1;7;7;6,66666666666667;1;1;1;1;1;0;1;1;1;0,888888888888889;1;1;1;4,33333333333333
"21";21;999;2024-04-16 03:01:26;1;1;42;1;2;24;36;49;32;1;37;-9;15;23;12;29;32;32;33;4;"Kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,966;50,731;51,6;7;NA;NA;NA;0;2;1;13;13;11;13;10,677;114,445;115,1;9;NA;NA;NA;1;2;1;12;11;12;11;4,625;37,072;37,683;7;NA;NA;NA;1;2;1;19;19;18;18;5;10;2;50;2;1;3;8;35;20;5;5;3;1;5;7;6;6;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,611;18,358;18,801;5;6;NA;NA;NA;NA;NA;2;"";5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,346;23;28,331;11;6;6;3;4;NA;NA;NA;NA;NA;NA;NA;NA;5,3;26,339;27,198;9;5;6;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;"";"easy";"ns";"ns";"ns";2;3;NA;1;NA;NA;NA;2;1;3;NA;NA;NA;NA;1;NA;NA;NA;2;NA;1;NA;NA;NA;NA;NA;1;0;"2. The Civic Coalition";0,5;0,5;0,5;7;3;5;0;1;0;0;0;0;0;0;0;0,111111111111111;1;0;0;5
